date,customer_id,invoice,price,revenue,stream_id,times_viewed,country,revenue_past_3days,revenue_past_7days,revenue_past_30days,target
2017-11-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,130.0,307.15000000000003
2017-11-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,130.0,307.15000000000003
2017-11-29,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,130.0,307.15000000000003
2017-11-30,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,130.0,307.15000000000003
2017-12-01,1,2,4.163157894736841,307.15000000000003,19,133,Belgium,307.15000000000003,307.15000000000003,307.15000000000003,0.0
2017-12-02,0,0,0.0,0.0,0,0,Belgium,307.15000000000003,307.15000000000003,307.15000000000003,1646.3100000000009
2017-12-03,0,0,0.0,0.0,0,0,Belgium,307.15000000000003,307.15000000000003,307.15000000000003,1646.3100000000009
2017-12-04,0,0,0.0,0.0,0,0,Belgium,0.0,307.15000000000003,307.15000000000003,1646.3100000000009
2017-12-05,0,0,0.0,0.0,0,0,Belgium,0.0,307.15000000000003,307.15000000000003,1646.3100000000009
2017-12-06,0,0,0.0,0.0,0,0,Belgium,0.0,307.15000000000003,307.15000000000003,1646.3100000000009
2017-12-07,0,0,0.0,0.0,0,0,Belgium,0.0,307.15000000000003,307.15000000000003,1646.3100000000009
2017-12-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-23,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-24,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-25,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-26,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-29,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-30,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,307.15000000000003,1646.3100000000009
2017-12-31,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,0.0,1646.3100000000009
2018-01-01,3,5,3.863936170212764,1646.3100000000009,86,700,Belgium,1646.3100000000009,1646.3100000000009,1646.3100000000009,0.0
2018-01-02,0,0,0.0,0.0,0,0,Belgium,1646.3100000000009,1646.3100000000009,1646.3100000000009,3137.8
2018-01-03,0,0,0.0,0.0,0,0,Belgium,1646.3100000000009,1646.3100000000009,1646.3100000000009,3137.8
2018-01-04,0,0,0.0,0.0,0,0,Belgium,0.0,1646.3100000000009,1646.3100000000009,3137.8
2018-01-05,0,0,0.0,0.0,0,0,Belgium,0.0,1646.3100000000009,1646.3100000000009,3137.8
2018-01-06,0,0,0.0,0.0,0,0,Belgium,0.0,1646.3100000000009,1646.3100000000009,3137.8
2018-01-07,0,0,0.0,0.0,0,0,Belgium,0.0,1646.3100000000009,1646.3100000000009,3137.8
2018-01-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-23,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-24,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-25,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-26,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-29,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3137.8
2018-01-30,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1646.3100000000009,3995.67
2018-01-31,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,0.0,3995.67
2018-02-01,2,5,52.34123076923075,3137.8,59,549,Belgium,3137.8,3137.8,3137.8,857.8699999999999
2018-02-02,0,0,0.0,0.0,0,0,Belgium,3137.8,3137.8,3137.8,857.8699999999999
2018-02-03,0,0,0.0,0.0,0,0,Belgium,3137.8,3137.8,3137.8,857.8699999999999
2018-02-04,0,0,0.0,0.0,0,0,Belgium,0.0,3137.8,3137.8,857.8699999999999
2018-02-05,0,0,0.0,0.0,0,0,Belgium,0.0,3137.8,3137.8,857.8699999999999
2018-02-06,0,0,0.0,0.0,0,0,Belgium,0.0,3137.8,3137.8,857.8699999999999
2018-02-07,0,0,0.0,0.0,0,0,Belgium,0.0,3137.8,3137.8,857.8699999999999
2018-02-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-23,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-24,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-25,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-26,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-02-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,3137.8,857.8699999999999
2018-03-01,2,3,3.9494999999999982,857.8700000000001,56,422,Belgium,857.8700000000001,857.8700000000001,3995.67,-2.2737367544323206e-13
2018-03-02,0,0,0.0,0.0,0,0,Belgium,857.8700000000001,857.8700000000001,3995.67,1864.31
2018-03-03,0,0,0.0,0.0,0,0,Belgium,857.8700000000001,857.8700000000001,857.8699999999999,1864.31
2018-03-04,0,0,0.0,0.0,0,0,Belgium,0.0,857.8700000000001,857.8699999999999,1864.31
2018-03-05,0,0,0.0,0.0,0,0,Belgium,0.0,857.8700000000001,857.8699999999999,1864.31
2018-03-06,0,0,0.0,0.0,0,0,Belgium,0.0,857.8700000000001,857.8699999999999,1864.31
2018-03-07,0,0,0.0,0.0,0,0,Belgium,0.0,857.8700000000001,857.8699999999999,1864.31
2018-03-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-23,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-24,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-25,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-26,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-29,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-30,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,857.8699999999999,1864.31
2018-03-31,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,-2.2737367544323206e-13,1864.31
2018-04-01,4,5,3.0337864077669914,1864.3100000000002,90,902,Belgium,1864.3100000000002,1864.3100000000002,1864.31,520.2199999999999
2018-04-02,0,0,0.0,0.0,0,0,Belgium,1864.3100000000002,1864.3100000000002,1864.31,520.2199999999999
2018-04-03,0,0,0.0,0.0,0,0,Belgium,1864.3100000000002,1864.3100000000002,1864.31,520.2199999999999
2018-04-04,0,0,0.0,0.0,0,0,Belgium,0.0,1864.3100000000002,1864.31,520.2199999999999
2018-04-05,0,0,0.0,0.0,0,0,Belgium,0.0,1864.3100000000002,1864.31,520.2199999999999
2018-04-06,0,0,0.0,0.0,0,0,Belgium,0.0,1864.3100000000002,1864.31,520.2199999999999
2018-04-07,0,0,0.0,0.0,0,0,Belgium,0.0,1864.3100000000002,1864.31,520.2199999999999
2018-04-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-23,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-24,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-25,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-26,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-29,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-04-30,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1864.31,520.2199999999999
2018-05-01,3,3,3.3978787878787884,520.2200000000001,31,257,Belgium,520.2200000000001,520.2200000000001,520.2199999999999,-2.2737367544323206e-13
2018-05-02,0,0,0.0,0.0,0,0,Belgium,520.2200000000001,520.2200000000001,520.2199999999999,2956.9299999999994
2018-05-03,0,0,0.0,0.0,0,0,Belgium,520.2200000000001,520.2200000000001,520.2199999999999,2956.9299999999994
2018-05-04,0,0,0.0,0.0,0,0,Belgium,0.0,520.2200000000001,520.2199999999999,2956.9299999999994
2018-05-05,0,0,0.0,0.0,0,0,Belgium,0.0,520.2200000000001,520.2199999999999,2956.9299999999994
2018-05-06,0,0,0.0,0.0,0,0,Belgium,0.0,520.2200000000001,520.2199999999999,2956.9299999999994
2018-05-07,0,0,0.0,0.0,0,0,Belgium,0.0,520.2200000000001,520.2199999999999,2956.9299999999994
2018-05-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-23,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-24,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-25,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-26,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-29,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-30,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,520.2199999999999,2956.9299999999994
2018-05-31,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,-2.2737367544323206e-13,2956.9299999999994
2018-06-01,4,8,5.858392857142859,2956.9299999999994,100,888,Belgium,2956.9299999999994,2956.9299999999994,2956.9299999999994,1934.7600000000007
2018-06-02,0,0,0.0,0.0,0,0,Belgium,2956.9299999999994,2956.9299999999994,2956.9299999999994,1934.7600000000007
2018-06-03,0,0,0.0,0.0,0,0,Belgium,2956.9299999999994,2956.9299999999994,2956.9299999999994,1934.7600000000007
2018-06-04,0,0,0.0,0.0,0,0,Belgium,0.0,2956.9299999999994,2956.9299999999994,1934.7600000000007
2018-06-05,0,0,0.0,0.0,0,0,Belgium,0.0,2956.9299999999994,2956.9299999999994,1934.7600000000007
2018-06-06,0,0,0.0,0.0,0,0,Belgium,0.0,2956.9299999999994,2956.9299999999994,1934.7600000000007
2018-06-07,0,0,0.0,0.0,0,0,Belgium,0.0,2956.9299999999994,2956.9299999999994,1934.7600000000007
2018-06-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-23,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-24,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-25,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-26,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-27,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-28,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-29,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-06-30,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,2956.9299999999994,1934.7600000000007
2018-07-01,7,8,3.0753333333333317,1934.7600000000007,91,1080,Belgium,1934.7600000000007,1934.7600000000007,1934.7600000000007,0.0
2018-07-02,0,0,0.0,0.0,0,0,Belgium,1934.7600000000007,1934.7600000000007,1934.7600000000007,1307.7299999999998
2018-07-03,0,0,0.0,0.0,0,0,Belgium,1934.7600000000007,1934.7600000000007,1934.7600000000007,1307.7299999999998
2018-07-04,0,0,0.0,0.0,0,0,Belgium,0.0,1934.7600000000007,1934.7600000000007,1307.7299999999998
2018-07-05,0,0,0.0,0.0,0,0,Belgium,0.0,1934.7600000000007,1934.7600000000007,1307.7299999999998
2018-07-06,0,0,0.0,0.0,0,0,Belgium,0.0,1934.7600000000007,1934.7600000000007,1307.7299999999998
2018-07-07,0,0,0.0,0.0,0,0,Belgium,0.0,1934.7600000000007,1934.7600000000007,1307.7299999999998
2018-07-08,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-09,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-10,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-11,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-12,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-13,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-14,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-15,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-16,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-17,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-18,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-19,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-20,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-21,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
2018-07-22,0,0,0.0,0.0,0,0,Belgium,0.0,0.0,1934.7600000000007,1307.7299999999998
